id,title,document type,publication type,references
PMID:29868450,Regional expression of genes mediating trans-synaptic alpha-synuclein transfer predicts regional atrophy in Parkinson disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural",[NOT AVAILABLE]
PMID:31202861,Pattern of cortical thinning associated with the BDNF Val66Met polymorphism in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:18434233,Impaired cognitive performance in Parkinson's disease is related to caudate dopaminergic hypofunction and hippocampal atrophy.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:3783147,"Prognostic implications of the motor symptoms of Parkinson's disease with respect to clinical, computertomographic and psychometric parameters.",PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:29228203,In vivo cholinergic basal forebrain atrophy predicts cognitive decline in de novo Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D016448:Multicenter Study, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:19965847,Differential progression of brain atrophy in Parkinson's disease with and without visual hallucinations.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:7651444,The anterior olfactory nucleus in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:1822851,Parkinson's syndrome: cranial computed-tomography findings. Their dependence on sex and age.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:23938313,Mapping cortical atrophy in Parkinson's disease patients with dementia.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:30854555,Brain atrophy in Parkinson's disease with polysomnography-confirmed REM sleep behavior disorder.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:3416180,Atrophy of medium spiny I striatal dendrites in advanced Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMID:7236060,Organic mental syndrome and confusional states in Parkinson's disease. Relationship to computerized tomographic signs of cerebral atrophy.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:21818688,The pattern of cortical atrophy in Parkinson's disease with mild cognitive impairment according to the timing of cognitive dysfunction.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:19768730,Brain atrophy and white matter hyperintensities in early Parkinson's disease(a).,PUBMED_ABSTRACT,"D016428:Journal Article, D016448:Multicenter Study, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:25925562,Comparison of the Brain Volume in Essential Tremor and Parkinson's Disease Tremor Using an Automated Segmentation Method.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:7808563,[Corticobasal degeneration. The significance of clinical criteria for establishing the diagnosis].,PUBMED_ABSTRACT,"D002363:Case Reports, D004740:English Abstract, D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMID:31359041,Regional transcriptional architecture of Parkinson's disease pathogenesis and network spread.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:10904943,[Semiquantitative evaluation of cranial computerized tomography as diagnostic support in progressive supranuclear palsy].,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:20856190,Parkinson's disease dementia: clinical correlates of brain spect perfusion and treatment.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:28131236,Regional volumetric change in Parkinson's disease with cognitive decline.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:15843423,Clinical deficits correlate with regional cerebral atrophy in progressive supranuclear palsy.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:24613932,Mild cognitive impairment is linked with faster rate of cortical thinning in patients with Parkinson's disease longitudinally.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:24482154,Olfactory-related cortical atrophy is associated with olfactory dysfunction in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural",[NOT AVAILABLE]
PMID:18821043,Hippocampal head atrophy predominance in Parkinson's disease with hallucinations and with dementia.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:2615027,[Clinical evaluation of Parkinson's disease using 123I-IMP SPECT].,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:24123500,Cortical gyrification reductions and subcortical atrophy in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:23695587,Pisa syndrome in Parkinson's disease: an electrophysiological and imaging study.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:15312277,Are Parkinson's disease with dementia and dementia with Lewy bodies the same entity?,PUBMED_ABSTRACT,"D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMID:24480486,Visuoperceptive region atrophy independent of cognitive status in patients with Parkinson's disease with hallucinations.,PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:8765362,[Magnetic resonance tomography in patients with Parkinson's disease and Parkinson-plus syndromes].,PUBMED_ABSTRACT,"D004740:English Abstract, D016428:Journal Article",[NOT AVAILABLE]
PMID:28823894,Changes of brain structure in Parkinson's disease patients with mild cognitive impairment analyzed via VBM technology.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:19349206,Hippocampal atrophy predicts conversion to dementia after STN-DBS in Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D016428:Journal Article",[NOT AVAILABLE]
PMID:9197947,"Variations in axial, proximal, and distal motor response to L-dopa in multisystem atrophy and Parkinson's disease.",PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:8160496,[Magnetic resonance tomography of the brain in Parkinson's disease].,PUBMED_ABSTRACT,"D003160:Comparative Study, D004740:English Abstract, D016428:Journal Article",[NOT AVAILABLE]
PMID:27265349,No relevant midbrain atrophy in Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:1549203,How accurately can Parkinson's disease be diagnosed?,PUBMED_ABSTRACT,"D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMID:10577270,"Visual hallucinations, white matter lesions and disease severity in Parkinson's disease.",PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:24866458,Neuropsychiatric symptoms in Parkinson's disease: fronto-striatal atrophy contributions.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:15377698,Hippocampal and prefrontal atrophy in patients with early non-demented Parkinson's disease is related to cognitive impairment.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:24395213,Association of homocysteine with ventricular dilatation and brain atrophy in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:29079677,Can we predict development of impulsive-compulsive behaviours in Parkinson's disease?,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:16941622,Hippocampal neuron and glial cell numbers in Parkinson's disease--a stereological study.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:7847862,Differentiation of multiple system atrophy from idiopathic Parkinson's disease using proton magnetic resonance spectroscopy.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:32147244,"Long-standing multiple sclerosis neurodegeneration: volumetric magnetic resonance imaging comparison to Parkinson's disease, mild cognitive impairment, Alzheimer's disease, and elderly healthy controls.",PUBMED_ABSTRACT,"D003160:Comparative Study, D016428:Journal Article, D052061:Research Support, N.I.H., Extramural",[NOT AVAILABLE]
PMID:28431288,Longitudinal whole-brain atrophy and ventricular enlargement in nondemented Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:31090134,Frontal atrophy as a marker for dementia conversion in Parkinson's disease with mild cognitive impairment.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:20007465,Olfactory impairment predicts brain atrophy in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:2065255,Nerve cell loss in the thalamus in Alzheimer's disease and Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:11837536,An atypical case of sporadic Creutzfeldt-Jakob disease with Parkinson's disease.,PUBMED_ABSTRACT,"D002363:Case Reports, D016428:Journal Article",[NOT AVAILABLE]
PMID:16192724,Corpus callosum in neurodegenerative diseases: findings in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D017418:Meta-Analysis, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't, D013486:Research Support, U.S. Gov't, Non-P.H.S.",[NOT AVAILABLE]
PMID:1490313,[Palilalia and acquired stuttering in a case of Parkinson's disease].,PUBMED_ABSTRACT,"D002363:Case Reports, D004740:English Abstract, D016428:Journal Article, D016454:Review",[NOT AVAILABLE]
PMID:21997192,"Pisa syndrome in Parkinson's disease: clinical, electromyographic, and radiological characterization.",PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:28579482,Precuneus degeneration and isolated apathy in patients with Parkinson's disease.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:12730989,Randomized trial of pallidotomy versus medical therapy for Parkinson's disease.,PUBMED_ABSTRACT,"D016430:Clinical Trial, D016428:Journal Article, D016449:Randomized Controlled Trial, D013487:Research Support, U.S. Gov't, P.H.S.",[NOT AVAILABLE]
PMID:27853938,Differential Pattern of Cerebellar Atrophy in Tremor-Predominant and Akinetic/Rigidity-Predominant Parkinson's Disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:30682518,Cortical thinning across Parkinson's disease stages and clinical correlates.,PUBMED_ABSTRACT,D016428:Journal Article,[NOT AVAILABLE]
PMID:21890574,Grey matter atrophy in cognitively impaired Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:22108576,Alzheimer's disease pattern of brain atrophy predicts cognitive decline in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052061:Research Support, N.I.H., Extramural, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:24300804,[Morphometric parameters of the neurodegenerative process in Parkinson's disease and chronic cerebral ischemia].,PUBMED_ABSTRACT,"D003160:Comparative Study, D004740:English Abstract, D016428:Journal Article",[NOT AVAILABLE]
PMID:22289965,Neurocognitive and atrophic patterns in Parkinson's disease based on subjective memory complaints.,PUBMED_ABSTRACT,"D016428:Journal Article, D013485:Research Support, Non-U.S. Gov't",[NOT AVAILABLE]
PMID:27776262,Cortical gray and subcortical white matter associations in Parkinson's disease.,PUBMED_ABSTRACT,"D016428:Journal Article, D052060:Research Support, N.I.H., Intramural, D013485:Research Support, Non-U.S. Gov't, D052061:Research Support, N.I.H., Extramural",[NOT AVAILABLE]
